code,description
848790,"Machinery parts: not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84, other than ships' or boats' propellers and blades therefor"
850110,Electric motors: of an output not exceeding 37.5W
850120,Electric motors: universal AC/DC of an output exceeding 37.5W
850131,"Electric motors and generators: DC, of an output not exceeding 750W"
850132,"Electric motors and generators: DC, of an output exceeding 750W but not exceeding 75kW"
850133,"Electric motors and generators: DC, of an output exceeding 75kW but not exceeding 375kW"
850134,"Electric motors and generators: DC, of an output exceeding 375kW"
850140,"Electric motors: AC motors, single-phase"
850151,"Electric motors: AC motors, multi-phase, of an output not exceeding 750W"
850152,"Electric motors: AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW"
850153,"Electric motors: AC motors, multi-phase, of an output exceeding 75kW"
850161,"Generators: AC generators, (alternators), other than photovoltaic generators, of an output not exceeding 75kVA"
850162,"Electric generators: AC generators, (alternators), other than photovoltaic generators, of an output exceeding 75kVA but not exceeding 375kVA"
850163,"Electric generators: AC generators, (alternators), other than photovoltaic generators, of an output exceeding 375kVA but not exceeding 750kVA"
850164,"Electric generators: AC generators, (alternators), other than photovoltaic generators, of an output exceeding 750kVA"
850171,"Electric generators: photovoltaic DC generators, of an output not exceeding 50W"
850172,"Electric generators: photovoltaic DC generators, of an output exceeding 50W"
850180,"Electric generators: (excluding generating sets), photovoltaic AC generators (alternators)"
850211,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA"
850212,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA"
850213,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA"
850220,Electric generating sets: with spark-ignition internal combustion piston engines
850231,"Electric generating sets: wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)"
850239,"Electric generating sets: (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered"
850240,Electric rotary converters
850300,Electric motors and generators: parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
850410,Discharge lamps or tubes: ballasts therefor
850421,"Electrical transformers: liquid dielectric, having a power handling capacity not exceeding 650kVA"
850422,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA"
850423,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 10,000kVA"
850431,"Electrical transformers: n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA"
850432,"Transformers: n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA"
850433,"Transformers: n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA"
850434,"Transformers: n.e.c. in item no. 8504.2, having a power handling capacity exceeding 500kVA"
850440,Electrical static converters
850450,Electrical inductors: n.e.c. in heading no. 8504
850490,"Electrical transformers, static converters and inductors: parts thereof"
850511,"Magnets: permanent magnets and articles intended to become permanent magnets after magnetisation, of metal"
850519,"Magnets: permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal"
850520,"Magnets: electro-magnetic couplings, clutches and brakes"
850590,"Magnets: electro-magnets, holding devices and parts n.e.c. in heading no. 8505"
850610,"Cells and batteries: primary, manganese dioxide"
850630,"Cells and batteries: primary, mercuric oxide"
850640,"Cells and batteries: primary, silver oxide"
850650,"Cells and batteries: primary, lithium"
850660,"Cells and batteries: primary, air-zinc"
850680,"Cells and batteries: primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)"
850690,"Cells and batteries: primary, parts thereof"
850710,"Electric accumulators: lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)"
850720,"Electric accumulators: lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)"
850730,"Electric accumulators: nickel-cadmium, including separators, whether or not rectangular (including square)"
850750,"Electric accumulators: nickel-metal hydride, including separators, whether or not rectangular (including square)"
850760,"Electric accumulators: lithium-ion, including separators, whether or not rectangular (including square)"
850780,"Electric accumulators: other than lead-acid, nickel-cadmium, nickel-metal hydride and lithium-ion, including separators, whether or not rectangular (including square)"
850790,Electric accumulators: parts n.e.c. in heading no. 8507
850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L"
850819,"Vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1"
850860,"Vacuum cleaners, other than with a self-contained electric motor"
850870,Parts of vacuum cleaners
850940,"Electro-mechanical domestic appliances: food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor"
850980,"Electro-mechanical domestic appliances: with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509"
850990,Electro-mechanical domestic appliances: parts for the appliances of heading no. 8509
851010,Shavers: with self-contained electric motor
851020,Hair clippers: with a self-contained electric motor
851030,Hair-removing appliances: with self-contained electric motor
851090,Shavers and hair clippers: parts of those with self-contained electric motor
851110,"Ignition or starting equipment: spark plugs, of a kind used for spark or compression-ignition internal combustion engines"
